Datetime,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S
2022-09-12 11:30:00-04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,MSFT,AMZN,GOOGL,GOOG,NVDA,TSLA,META,AVGO,ADBE,PEP,COST,CSCO,NFLX,INTC,HON,QCOM,INTU,AMAT,BKNG,PYPL,ADP,GILD,MU,MDLZ,ISRG,MRVL,ASML,KLAC,ADI,MCHP,PANW,MAR,FTNT,CRWD,DXCM,VRTX,MNST,EA,PDD,BIDU,ILMN,IDXX,ABNB,NXPI,PCAR,KDP,PAYX,EBAY,ODFL,TEAM,AZN,CHTR,SWKS,VRSN,MELI,BIIB,ZM,ALGN,MTCH,DDOG,NTES,ANSS,ZS,SE,LCID,JD"
2022-09-12 12:30:00-04:00,AMGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,MSFT,AMZN,GOOGL,GOOG,NVDA,TSLA,META,AVGO,ADBE,COST,CSCO,NFLX,INTC,HON,QCOM,INTU,BKNG,PYPL,GILD,MU,ISRG,MRVL,ASML,ADI,MCHP,PANW,MAR,FTNT,CRWD,DXCM,VRTX,MNST,EA,PDD,BIDU,ILMN,IDXX,ABNB,PCAR,KDP,PAYX,EBAY,ODFL,TEAM,AZN,CHTR,SWKS,MELI,BIIB,ZM,ALGN,MTCH,DDOG,NTES,ANSS,ZS,SE,LCID,JD"
2022-09-12 13:30:00-04:00,"AMGN,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,MSFT,AMZN,TSLA,META,AVGO,ADBE,NFLX,INTC,HON,QCOM,INTU,BKNG,GILD,MU,ISRG,MRVL,ASML,ADI,PANW,MAR,FTNT,CRWD,DXCM,VRTX,MNST,EA,PDD,BIDU,ILMN,IDXX,ABNB,PCAR,KDP,ODFL,TEAM,AZN,CHTR,SWKS,MELI,BIIB,OKTA,ZM,ALGN,MTCH,DDOG,ANSS,ZS,SE,LCID,JD"
2022-09-12 14:30:00-04:00,"AMGN,SBUX,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,MSFT,AMZN,NVDA,TSLA,META,AVGO,ADBE,COST,CSCO,NFLX,INTC,HON,QCOM,INTU,BKNG,GILD,MU,ISRG,MRVL,ASML,ADI,PANW,MAR,FTNT,CRWD,DXCM,VRTX,MNST,EA,PDD,BIDU,ILMN,IDXX,ABNB,PCAR,KDP,PAYX,EBAY,ODFL,TEAM,AZN,CHTR,SWKS,MELI,BIIB,OKTA,ZM,ALGN,MTCH,DDOG,ANSS,ZS,SE,LCID,JD"
2022-09-12 15:30:00-04:00,AMGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,MSFT,AMZN,TSLA,META,AVGO,ADBE,COST,CSCO,NFLX,INTC,HON,QCOM,INTU,BKNG,GILD,MU,ISRG,MRVL,ASML,ADI,PANW,MAR,FTNT,CRWD,DXCM,VRTX,MNST,EA,PDD,BIDU,ILMN,IDXX,ABNB,PCAR,KDP,PAYX,EBAY,ODFL,TEAM,AZN,CHTR,SWKS,MELI,BIIB,ZM,ALGN,MTCH,DDOG,ANSS,ZS,SE,LCID,JD,BMRN"
2022-09-13 09:30:00-04:00,"GOOGL,GOOG,META,ADBE,AMD,TXN,AMGN,AMAT,SBUX,LRCX,SNPS,REGN,KLAC,MCHP,CDNS,BIDU,IDXX,NXPI,FAST,MRNA,CTAS,VRSN,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CSCO,LCID"
2022-09-13 10:30:00-04:00,"MSFT,GOOGL,GOOG,NVDA,META,ADBE,AMD,INTC,TMUS,TXN,QCOM,AMGN,AMAT,SBUX,MU,LRCX,SNPS,REGN,ASML,KLAC,ADI,MCHP,CDNS,WDAY,BIDU,LULU,IDXX,NXPI,FAST,MRNA,SWKS,CTAS,VRSN,ALGN,ANSS,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-13 11:30:00-04:00,"GOOGL,GOOG,NVDA,META,ADBE,AMD,NFLX,INTC,TMUS,TXN,QCOM,AMGN,AMAT,MU,LRCX,SNPS,REGN,ASML,KLAC,MCHP,CDNS,WDAY,BIDU,IDXX,NXPI,CHTR,FAST,MRNA,CTAS,VRSN,BIIB,ALGN,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ENPH,LCID"
2022-09-13 12:30:00-04:00,"GOOGL,GOOG,NVDA,META,ADBE,AMD,INTC,TMUS,TXN,QCOM,AMGN,AMAT,MU,LRCX,SNPS,KLAC,MCHP,PANW,CDNS,WDAY,BIDU,IDXX,NXPI,FAST,MRNA,CTAS,VRSN,BIIB,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LCID
2022-09-13 13:30:00-04:00,"MSFT,GOOGL,GOOG,NVDA,META,ADBE,PEP,COST,AMD,NFLX,INTC,TMUS,HON,TXN,QCOM,AMGN,AMAT,MU,ISRG,LRCX,SNPS,ORLY,KLAC,ADI,MCHP,PANW,CDNS,WDAY,BIDU,IDXX,NXPI,KDP,EXC,PAYX,VRSK,CHTR,CPRT,FAST,MRNA,CTAS,VRSN,BIIB,ALGN,JD,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ADP,LCID"
2022-09-13 14:30:00-04:00,"MSFT,GOOGL,GOOG,NVDA,META,ADBE,PEP,COST,AMD,NFLX,INTC,TMUS,HON,TXN,QCOM,AMGN,AMAT,ADP,MU,ISRG,LRCX,SNPS,ASML,ORLY,KLAC,ADI,MCHP,PANW,CDNS,AEP,VRTX,XEL,MNST,WDAY,BIDU,ILMN,LULU,IDXX,NXPI,PCAR,KDP,EXC,PAYX,EBAY,AZN,VRSK,CHTR,CPRT,FAST,MRNA,SWKS,CTAS,VRSN,BIIB,ALGN,JD,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEAM
2022-09-13 15:30:00-04:00,"MSFT,GOOGL,GOOG,NVDA,META,ADBE,PEP,COST,AMD,NFLX,INTC,TMUS,HON,TXN,QCOM,AMGN,AMAT,ADP,MU,ISRG,LRCX,SNPS,REGN,ASML,ORLY,KLAC,ADI,MCHP,PANW,CDNS,AEP,VRTX,XEL,WDAY,BIDU,ILMN,IDXX,NXPI,PCAR,KDP,EXC,PAYX,EBAY,VRSK,CHTR,CPRT,FAST,MRNA,SWKS,CTAS,VRSN,BIIB,ALGN,JD,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-14 09:30:00-04:00,"AAPL,MSFT,AMZN,GOOGL,GOOG,NVDA,META,AVGO,ADBE,PEP,COST,CSCO,AMD,NFLX,INTC,HON,TXN,QCOM,AMGN,INTU,AMAT,BKNG,ADP,GILD,MU,MDLZ,ISRG,LRCX,SNPS,MRVL,ASML,ORLY,KLAC,ADI,MCHP,PANW,CDNS,MAR,FTNT,CRWD,DXCM,VRTX,XEL,MNST,EA,WDAY,PDD,BIDU,ILMN,LULU,IDXX,ABNB,NXPI,PCAR,KDP,EXC,PAYX,EBAY,ODFL,CSGP,TEAM,AZN,VRSK,CHTR,CPRT,FAST,SWKS,CTAS,VRSN,MELI,BIIB,OKTA,ZM,ALGN,MTCH,DDOG,ANSS,CDW,JD,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-14 10:30:00-04:00,"AAPL,MSFT,AMZN,GOOGL,GOOG,NVDA,META,AVGO,ADBE,PEP,COST,CSCO,AMD,NFLX,INTC,HON,QCOM,AMGN,INTU,AMAT,BKNG,ADP,GILD,MU,MDLZ,ISRG,LRCX,SNPS,ASML,ORLY,PANW,CDNS,FTNT,CRWD,VRTX,XEL,MNST,EA,WDAY,BIDU,ILMN,IDXX,NXPI,PCAR,KDP,EXC,PAYX,EBAY,ODFL,CSGP,AZN,VRSK,CHTR,CPRT,FAST,CTAS,VRSN,BIIB,ALGN,MTCH,DDOG,ANSS,JD,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-14 11:30:00-04:00,"AAPL,MSFT,AMZN,GOOGL,GOOG,NVDA,META,ADBE,PEP,COST,CSCO,AMD,NFLX,INTC,HON,QCOM,AMGN,INTU,AMAT,ADP,GILD,MU,MDLZ,ISRG,SNPS,REGN,ASML,ORLY,PANW,CDNS,FTNT,XEL,MNST,EA,WDAY,BIDU,ILMN,IDXX,NXPI,PCAR,KDP,EXC,PAYX,EBAY,ODFL,CSGP,AZN,VRSK,CHTR,CPRT,FAST,CTAS,VRSN,BIIB,ALGN,MTCH,DDOG,ANSS,JD,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENPH
2022-09-14 12:30:00-04:00,"AAPL,MSFT,AMZN,GOOGL,GOOG,NVDA,META,ADBE,PEP,COST,CSCO,AMD,INTC,HON,QCOM,AMGN,INTU,AMAT,ADP,GILD,MU,MDLZ,ISRG,LRCX,SNPS,REGN,ASML,ORLY,PANW,CDNS,FTNT,CRWD,XEL,MNST,WDAY,BIDU,ILMN,IDXX,PCAR,KDP,EXC,PAYX,EBAY,ODFL,CSGP,AZN,VRSK,CHTR,CPRT,FAST,CTAS,VRSN,BIIB,ALGN,MTCH,DDOG,ANSS,ZS,JD,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PYPL
2022-09-14 13:30:00-04:00,"AAPL,MSFT,AMZN,GOOGL,GOOG,NVDA,META,AVGO,ADBE,PEP,COST,CSCO,AMD,INTC,HON,QCOM,AMGN,INTU,AMAT,ADP,GILD,MU,MDLZ,ISRG,LRCX,SNPS,REGN,ASML,ORLY,PANW,CDNS,FTNT,CRWD,XEL,MNST,WDAY,BIDU,ILMN,IDXX,PCAR,KDP,EXC,PAYX,EBAY,ODFL,CSGP,AZN,VRSK,CHTR,CPRT,FAST,CTAS,VRSN,BIIB,ALGN,MTCH,DDOG,ANSS,ZS,JD,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-14 14:30:00-04:00,"AAPL,MSFT,AMZN,GOOGL,GOOG,NVDA,META,AVGO,ADBE,PEP,COST,CSCO,AMD,NFLX,INTC,HON,TXN,QCOM,AMGN,INTU,AMAT,ADP,GILD,MU,MDLZ,ISRG,LRCX,SNPS,ASML,ORLY,ADI,PANW,CDNS,FTNT,CRWD,XEL,MNST,EA,WDAY,BIDU,ILMN,LULU,IDXX,NXPI,PCAR,KDP,EXC,PAYX,EBAY,ODFL,CSGP,AZN,VRSK,CHTR,CPRT,FAST,CTAS,VRSN,MELI,BIIB,OKTA,ZM,ALGN,MTCH,DDOG,ANSS,CDW,ZS,JD,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-14 15:30:00-04:00,"AAPL,MSFT,AMZN,GOOGL,GOOG,NVDA,META,ADBE,PEP,COST,CSCO,AMD,INTC,HON,AMGN,INTU,AMAT,ADP,GILD,MU,MDLZ,ISRG,LRCX,SNPS,ASML,ORLY,PANW,CDNS,FTNT,CRWD,XEL,MNST,EA,WDAY,BIDU,ILMN,IDXX,PCAR,KDP,EXC,PAYX,EBAY,ODFL,CSGP,AZN,VRSK,CHTR,CPRT,FAST,CTAS,VRSN,BIIB,OKTA,ZM,ALGN,MTCH,DDOG,ANSS,CDW,ZS,JD,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15 09:30:00-04:00,"MSFT,ADBE,PEP,COST,CSCO,AMD,INTC,HON,AMGN,ADP,GILD,MU,SNPS,ORLY,PANW,CDNS,XEL,MNST,EA,BIDU,EXC,PAYX,ODFL,CSGP,AZN,VRSK,CHTR,FAST,CTAS,VRSN,NTES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TMUS,SBUX"
2022-09-15 10:30:00-04:00,"MSFT,ADBE,COST,CSCO,AMD,INTC,HON,ADP,GILD,MU,SNPS,ORLY,CDNS,XEL,MNST,BIDU,EXC,PAYX,ODFL,CSGP,AZN,VRSK,CHTR,FAST,CTAS,VRSN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TSLA,SBUX,WDAY,ABNB"
2022-09-15 11:30:00-04:00,"MSFT,META,ADBE,PEP,COST,INTC,HON,ADP,MU,SNPS,ORLY,CDNS,AEP,XEL,MNST,EA,WDAY,BIDU,EXC,PAYX,ODFL,CSGP,AZN,VRSK,CHTR,FAST,CTAS,VRSN,NTES,ANSS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TSLA,NFLX,SBUX"
2022-09-15 12:30:00-04:00,"MSFT,ADBE,COST,INTC,HON,ADP,XEL,MNST,BIDU,EXC,PAYX,CSGP,CHTR,CTAS,VRSN,NTES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TSLA,NFLX"
2022-09-15 13:30:00-04:00,"MSFT,ADBE,COST,INTC,HON,ADP,XEL,MNST,BIDU,PAYX,CSGP,CTAS,VRSN,NTES,ANSS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NFLX
2022-09-15 14:30:00-04:00,"MSFT,ADBE,HON,XEL,MNST,WDAY,BIDU,PAYX,CSGP,CTAS,VRSN,NTES,ANSS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-15 15:30:00-04:00,"ADBE,HON,CSGP,VRSN,NTES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NFLX,TMUS"
2022-09-16 09:30:00-04:00,"ADBE,INTU,AMAT,AEP,CRWD,EA,WDAY,BIDU,KDP,EXC,CSGP,VRSN,ANSS,ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-16 10:30:00-04:00,"AAPL,MSFT,AMZN,ADBE,HON,AMAT,MRVL,KLAC,FTNT,AEP,CRWD,MNST,EA,WDAY,BIDU,KDP,EXC,ODFL,CSGP,VRSN,DDOG,NTES,ANSS,CDW,ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-16 11:30:00-04:00,"AAPL,MSFT,AMZN,ADBE,HON,INTU,AMAT,ISRG,LRCX,SNPS,MRVL,KLAC,PANW,FTNT,AEP,CRWD,MNST,EA,WDAY,PDD,BIDU,KDP,EXC,ODFL,CSGP,MRNA,VRSN,MTCH,DDOG,NTES,ANSS,ZS,SE,LPLA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-16 12:30:00-04:00,"AAPL,MSFT,META,ADBE,PEP,CSCO,TMUS,HON,INTU,AMAT,BKNG,PYPL,ISRG,LRCX,SNPS,MRVL,KLAC,PANW,AEP,CRWD,XEL,MNST,EA,WDAY,PDD,BIDU,PCAR,KDP,EXC,ODFL,CSGP,FAST,VRSN,DDOG,NTES,ANSS,ZS,SE,LPLA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-16 13:30:00-04:00,"ADBE,BKNG,PANW,AEP,CRWD,EA,WDAY,PDD,BIDU,KDP,CSGP,VRSN,DDOG,NTES,ZS,SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NFLX
2022-09-16 14:30:00-04:00,"ADBE,PANW,AEP,CRWD,EA,WDAY,PDD,BIDU,CSGP,DDOG,NTES,ZS,SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NFLX,VRTX"
2022-09-16 15:30:00-04:00,"MSFT,META,ADBE,BKNG,PANW,MAR,AEP,CRWD,EA,WDAY,PDD,LULU,ABNB,EXC,CSGP,TEAM,MTCH,NTES,ZS,SE,JD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NFLX,BIDU"
2022-09-19 09:30:00-04:00,"ADBE,BKNG,ISRG,MAR,CRWD,DXCM,EA,PDD,BIDU,IDXX,ABNB,KDP,EBAY,TEAM,MRNA,MELI,ZM,ALGN,MTCH,DDOG,NTES,ZS,SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-19 10:30:00-04:00,"ISRG,PANW,MAR,EA,PDD,IDXX,ABNB,TEAM,MRNA,ALGN,MTCH,DDOG,NTES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-19 11:30:00-04:00,"ISRG,PANW,EA,PDD,IDXX,ABNB,EBAY,TEAM,MRNA,ALGN,MTCH,NTES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-19 12:30:00-04:00,"META,ADBE,BKNG,PYPL,ISRG,PANW,MAR,DXCM,EA,WDAY,PDD,ILMN,IDXX,ABNB,EBAY,TEAM,MRNA,OKTA,ZM,ALGN,MTCH,DDOG,NTES,LCID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-19 13:30:00-04:00,"BKNG,PYPL,ISRG,PANW,MAR,EA,PDD,IDXX,ABNB,EBAY,TEAM,CHTR,MRNA,OKTA,ALGN,MTCH,DDOG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CDNS
2022-09-19 14:30:00-04:00,MTCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NVDA,PEP,TXN,ADP,MCHP,CDNS,XEL,NXPI,PAYX,FAST,CTAS"
2022-09-19 15:30:00-04:00,"ABNB,EBAY,TEAM,OKTA,MTCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NVDA,PEP,TXN,ADP,MCHP,CDNS,XEL,PAYX,FAST,CTAS"
2022-09-20 09:30:00-04:00,"MTCH,LCID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,TSLA,NFLX,CDNS,WDAY,PDD,BIDU,DDOG,ZS,JD"
2022-09-20 10:30:00-04:00,"MTCH,LCID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,NVDA,TSLA,NFLX,TXN,ADI,MCHP,CDNS,BIDU,NXPI,DDOG,ZS,JD,LPLA"
2022-09-20 11:30:00-04:00,"EBAY,MTCH,LCID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,NVDA,TSLA,NFLX,TXN,SNPS,CDNS,FTNT,XEL,MNST,WDAY,BIDU,NXPI,KDP,CTAS,DDOG,ZS,JD,LPLA"
2022-09-20 12:30:00-04:00,"MU,EBAY,MTCH,LCID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,TXN,CDNS,BIDU,DDOG,ZS,JD"
2022-09-20 13:30:00-04:00,"EBAY,CHTR,ALGN,MTCH,LCID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,CDNS,BIDU,DDOG"
2022-09-20 14:30:00-04:00,"EBAY,CHTR,ALGN,MTCH,LCID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,CDNS,BIDU,DDOG,JD"
2022-09-20 15:30:00-04:00,"ADBE,MU,DXCM,EBAY,ENPH,CHTR,ALGN,MTCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,CDNS"
2022-09-21 09:30:00-04:00,"MAR,EBAY,MTCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,PEP,TXN,SNPS,ADI,CDNS,VRTX,IDXX,DDOG"
2022-09-21 10:30:00-04:00,MTCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,PEP,ORLY,CDNS,ILMN,DDOG"
2022-09-21 11:30:00-04:00,MTCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,PEP,SNPS,ORLY,ADI,CDNS,FTNT,DDOG,LPLA"
2022-09-21 12:30:00-04:00,"BIDU,EBAY,AZN,MTCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,PEP,ORLY,CDNS,DDOG,JD,LPLA"
2022-09-21 13:30:00-04:00,"AVGO,EA,BIDU,EBAY,AZN,BIIB,MTCH,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DDOG
2022-09-21 14:30:00-04:00,"AMZN,GOOGL,GOOG,META,AVGO,CSCO,TMUS,SBUX,BKNG,REGN,MAR,EA,BIDU,LULU,EBAY,AZN,CHTR,BIIB,ALGN,MTCH,JD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-21 15:30:00-04:00,"AMZN,GOOGL,GOOG,META,AVGO,ADBE,CSCO,INTC,TMUS,AMGN,INTU,SBUX,BKNG,GILD,REGN,ASML,KLAC,PANW,MAR,CRWD,EA,PDD,BIDU,LULU,PAYX,EBAY,CSGP,TEAM,AZN,CHTR,CPRT,MELI,BIIB,ALGN,MTCH,CDW,SE,JD,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-22 09:30:00-04:00,"AMZN,TSLA,META,AVGO,CSCO,AMD,NFLX,TMUS,INTU,SBUX,BKNG,ASML,KLAC,MCHP,PANW,MAR,CRWD,DXCM,EA,WDAY,PDD,BIDU,LULU,ABNB,EBAY,CSGP,TEAM,AZN,ENPH,CHTR,CPRT,MRNA,CTAS,MELI,BIIB,ZM,ALGN,MTCH,NTES,ANSS,CDW,ZS,SE,JD,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-22 10:30:00-04:00,"AAPL,AMZN,NVDA,TSLA,META,AVGO,ADBE,CSCO,AMD,NFLX,INTC,TMUS,INTU,AMAT,SBUX,BKNG,PYPL,ISRG,ASML,KLAC,MCHP,PANW,MAR,FTNT,CRWD,DXCM,EA,WDAY,PDD,BIDU,LULU,ABNB,EBAY,TEAM,AZN,VRSK,ENPH,CHTR,CPRT,MRNA,CTAS,MELI,OKTA,ZM,ALGN,MTCH,NTES,ANSS,CDW,ZS,SE,LCID,JD,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-22 11:30:00-04:00,"AMZN,TSLA,AVGO,CSCO,AMD,NFLX,TMUS,INTU,SBUX,BKNG,PYPL,ISRG,ASML,KLAC,PANW,MAR,FTNT,CRWD,DXCM,EA,PDD,BIDU,LULU,ABNB,EBAY,ODFL,TEAM,AZN,VRSK,ENPH,CHTR,CPRT,MRNA,CTAS,MELI,OKTA,ZM,ALGN,MTCH,NTES,ANSS,CDW,ZS,SE,LCID,JD,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-22 12:30:00-04:00,"AMZN,TSLA,AVGO,CSCO,AMD,NFLX,TMUS,INTU,SBUX,BKNG,ISRG,ASML,KLAC,PANW,MAR,FTNT,CRWD,DXCM,EA,PDD,BIDU,LULU,ABNB,EBAY,TEAM,AZN,VRSK,ENPH,CHTR,CPRT,MRNA,CTAS,MELI,OKTA,ALGN,MTCH,NTES,ANSS,ZS,SE,JD,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AEP
