Datetime,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S
2023-03-29 12:30:00-04:00,"COST,DXCM,CDW,LCID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"INTC,AMGN,BKNG,GILD,MU,MDLZ,MAR,WDAY,BIDU,LULU,PCAR,PAYX,EBAY,TEAM,VRSK,CPRT,FAST,CTAS,VRSN,MELI,DDOG,JD"
2023-03-29 13:30:00-04:00,"GOOGL,GOOG,COST,DXCM,MTCH,LCID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"INTC,AMGN,BKNG,GILD,MDLZ,MAR,WDAY,BIDU,LULU,PAYX,EBAY,VRSK,CPRT,CTAS,DDOG,JD,BMRN"
2023-03-29 14:30:00-04:00,"GOOGL,GOOG,DXCM,MTCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"INTC,AMGN,SBUX,BKNG,ADP,GILD,MU,MDLZ,ASML,MCHP,MAR,VRTX,WDAY,BIDU,LULU,PAYX,EBAY,VRSK,CPRT,SWKS,CTAS,MELI,DDOG,JD,BMRN"
2023-03-29 15:30:00-04:00,"DXCM,MTCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AMZN,CSCO,INTC,AMGN,SBUX,BKNG,ADP,GILD,MU,MDLZ,MCHP,MAR,VRTX,XEL,WDAY,BIDU,LULU,PAYX,EBAY,VRSK,ENPH,CPRT,CTAS,MELI,DDOG,JD,BMRN"
2023-03-30 09:30:00-04:00,"REGN,MTCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,MSFT,AMZN,NVDA,TSLA,META,AVGO,ADBE,CSCO,AMD,INTC,TXN,QCOM,AMGN,INTU,AMAT,SBUX,BKNG,ADP,GILD,MU,LRCX,SNPS,MRVL,ASML,KLAC,ADI,MCHP,CDNS,MAR,FTNT,AEP,DXCM,XEL,EA,WDAY,PDD,ILMN,LULU,ABNB,NXPI,EXC,EBAY,TEAM,VRSK,ENPH,CPRT,MRNA,SWKS,CTAS,MELI,OKTA,ZM,DDOG,ANSS,JD,BMRN"
2023-03-30 10:30:00-04:00,"REGN,MTCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,MSFT,AMZN,NVDA,TSLA,META,AVGO,ADBE,CSCO,AMD,INTC,TXN,QCOM,AMGN,INTU,AMAT,SBUX,BKNG,ADP,GILD,MU,LRCX,SNPS,MRVL,ASML,KLAC,ADI,MCHP,CDNS,MAR,FTNT,EA,WDAY,PDD,ILMN,LULU,ABNB,NXPI,EBAY,CSGP,TEAM,VRSK,ENPH,SWKS,CTAS,MELI,ZM,ANSS,CDW,JD,BMRN"
2023-03-30 11:30:00-04:00,"REGN,MTCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,MSFT,AMZN,NVDA,TSLA,META,ADBE,CSCO,AMD,NFLX,INTC,TXN,QCOM,INTU,AMAT,SBUX,BKNG,PYPL,ADP,GILD,MU,LRCX,SNPS,MRVL,ASML,KLAC,ADI,MCHP,CDNS,MAR,FTNT,EA,WDAY,PDD,ILMN,LULU,ABNB,NXPI,EBAY,CSGP,TEAM,VRSK,ENPH,SWKS,CTAS,MELI,ZM,ANSS,CDW,JD,BMRN"
2023-03-30 12:30:00-04:00,"REGN,DXCM,BIDU,MTCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,MSFT,AMZN,NVDA,TSLA,META,ADBE,AMD,NFLX,INTC,TXN,QCOM,INTU,AMAT,SBUX,BKNG,PYPL,ADP,MU,LRCX,MRVL,ASML,KLAC,ADI,MCHP,CDNS,MAR,XEL,EA,WDAY,PDD,ILMN,LULU,ABNB,NXPI,EBAY,CSGP,VRSK,ENPH,SWKS,CTAS,MELI,ZM,CDW,SE,JD,BMRN"
2023-03-30 13:30:00-04:00,"REGN,BIDU,MTCH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,MSFT,AMZN,NVDA,TSLA,META,ADBE,CSCO,AMD,NFLX,INTC,TXN,QCOM,INTU,AMAT,SBUX,BKNG,PYPL,ADP,MU,LRCX,SNPS,MRVL,ASML,KLAC,ADI,MCHP,PANW,CDNS,MAR,FTNT,CRWD,XEL,EA,WDAY,PDD,ILMN,LULU,ABNB,NXPI,EBAY,CSGP,TEAM,VRSK,ENPH,SWKS,CTAS,VRSN,MELI,BIIB,ZM,ALGN,ANSS,CDW,SE,JD,BMRN"
2023-03-30 14:30:00-04:00,"BIDU,MTCH,NTES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,MSFT,AMZN,NVDA,TSLA,META,ADBE,COST,CSCO,AMD,NFLX,INTC,TXN,QCOM,AMGN,INTU,AMAT,SBUX,BKNG,PYPL,ADP,MU,LRCX,SNPS,MRVL,ASML,ORLY,KLAC,ADI,MCHP,CDNS,MAR,FTNT,CRWD,XEL,MNST,EA,WDAY,PDD,ILMN,LULU,IDXX,ABNB,NXPI,PAYX,EBAY,CSGP,TEAM,VRSK,ENPH,SWKS,CTAS,VRSN,MELI,BIIB,ZM,ALGN,ANSS,CDW,SE,JD,BMRN"
2023-03-30 15:30:00-04:00,"REGN,AEP,BIDU,MTCH,NTES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,MSFT,AMZN,NVDA,META,ADBE,COST,CSCO,AMD,NFLX,INTC,TMUS,TXN,QCOM,INTU,AMAT,SBUX,BKNG,PYPL,ADP,MU,LRCX,MRVL,ASML,KLAC,ADI,MCHP,CDNS,MAR,FTNT,CRWD,XEL,MNST,EA,WDAY,PDD,ILMN,LULU,ABNB,NXPI,EBAY,TEAM,VRSK,ENPH,SWKS,CTAS,MELI,BIIB,ZM,ALGN,ANSS,CDW,SE,JD,BMRN"
2023-03-31 09:30:00-04:00,"MU,BIDU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,AMZN,NVDA,TSLA,META,ADBE,PEP,COST,CSCO,NFLX,INTC,TMUS,TXN,INTU,SBUX,BKNG,ADP,ISRG,LRCX,ASML,ORLY,ADI,MCHP,PANW,MAR,CRWD,DXCM,XEL,MNST,EA,WDAY,ILMN,ABNB,NXPI,TEAM,AZN,VRSK,ENPH,MELI,BIIB,ALGN,DDOG,ANSS,CDW,ZS,SE,JD,BMRN"
2023-03-31 10:30:00-04:00,"BIDU,FAST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,AMZN,NVDA,TSLA,META,ADBE,COST,CSCO,NFLX,INTC,TXN,QCOM,INTU,SBUX,BKNG,PYPL,ADP,ISRG,LRCX,SNPS,ASML,ORLY,KLAC,ADI,MCHP,PANW,CDNS,MAR,FTNT,CRWD,DXCM,MNST,EA,WDAY,ILMN,IDXX,ABNB,NXPI,EBAY,ODFL,TEAM,AZN,VRSK,ENPH,VRSN,MELI,BIIB,ZM,ALGN,DDOG,ANSS,CDW,ZS,SE,LCID,JD,BMRN"
2023-03-31 11:30:00-04:00,"BIDU,LULU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,MSFT,AMZN,NVDA,TSLA,META,ADBE,COST,CSCO,NFLX,INTC,HON,TXN,QCOM,INTU,SBUX,BKNG,PYPL,ISRG,LRCX,SNPS,ASML,ORLY,KLAC,ADI,MCHP,PANW,CDNS,MAR,FTNT,CRWD,DXCM,MNST,EA,WDAY,ILMN,IDXX,ABNB,NXPI,EBAY,ODFL,TEAM,CPRT,MRNA,VRSN,MELI,BIIB,ZM,ALGN,DDOG,ANSS,CDW,ZS,SE,LCID,JD,BMRN"
2023-03-31 12:30:00-04:00,"MU,BIDU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,MSFT,AMZN,NVDA,TSLA,META,COST,NFLX,INTC,TXN,INTU,SBUX,BKNG,ISRG,SNPS,ASML,ORLY,KLAC,ADI,MCHP,PANW,CDNS,MAR,FTNT,CRWD,MNST,EA,WDAY,ILMN,ABNB,NXPI,ODFL,TEAM,VRSN,MELI,BIIB,ZM,ALGN,DDOG,ANSS,CDW,ZS,SE,LCID,JD,BMRN"
2023-03-31 13:30:00-04:00,"MU,BIDU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,MSFT,AMZN,NVDA,TSLA,META,ADBE,CSCO,NFLX,INTC,TXN,INTU,SBUX,BKNG,PYPL,SNPS,ASML,ORLY,ADI,MCHP,PANW,CDNS,MAR,FTNT,CRWD,MNST,EA,WDAY,ILMN,IDXX,ABNB,NXPI,TEAM,CHTR,VRSN,MELI,ZM,ALGN,DDOG,ANSS,CDW,ZS,JD,BMRN"
2023-03-31 14:30:00-04:00,"MU,BIDU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,MSFT,AMZN,GOOGL,GOOG,NVDA,TSLA,META,ADBE,PEP,COST,CSCO,NFLX,INTC,TXN,INTU,SBUX,BKNG,GILD,ISRG,SNPS,ASML,ORLY,ADI,MCHP,PANW,CDNS,MAR,FTNT,CRWD,XEL,MNST,EA,WDAY,ILMN,IDXX,ABNB,NXPI,EBAY,TEAM,AZN,MRNA,VRSN,MELI,BIIB,ZM,ALGN,DDOG,ANSS,CDW,ZS,JD,BMRN"
2023-03-31 15:30:00-04:00,"MU,BIDU,SWKS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,MSFT,AMZN,GOOGL,GOOG,NVDA,TSLA,META,AVGO,ADBE,CSCO,NFLX,INTC,TXN,INTU,SBUX,BKNG,PYPL,GILD,SNPS,ASML,ORLY,KLAC,ADI,MCHP,PANW,CDNS,MAR,FTNT,CRWD,MNST,EA,WDAY,ILMN,IDXX,ABNB,NXPI,EBAY,ODFL,TEAM,CHTR,VRSN,MELI,ZM,ALGN,DDOG,ANSS,CDW,ZS,JD,BMRN"
2023-04-03 09:30:00-04:00,"MU,XEL,PDD,IDXX,JD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,GOOGL,GOOG,NVDA,CSCO,NFLX,INTC,HON,SBUX,BKNG,GILD,SNPS,ORLY,CDNS,CRWD,MNST,EA,PCAR,MRNA,VRSN,MELI,ALGN,CDW,BMRN"
2023-04-03 10:30:00-04:00,"MU,PDD,BIDU,PAYX,JD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,GOOGL,GOOG,NFLX,SBUX,BKNG,GILD,SNPS,ORLY,MNST,EA,ILMN,MRNA,VRSN,MELI,ALGN,CDW,SE,BMRN"
2023-04-03 11:30:00-04:00,"QCOM,MU,PDD,BIDU,PAYX,JD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,GOOGL,GOOG,PEP,CSCO,NFLX,TMUS,AMGN,SBUX,BKNG,GILD,MDLZ,SNPS,ORLY,CDNS,VRTX,XEL,MNST,EA,LULU,KDP,EXC,AZN,MRNA,VRSN,MELI,ALGN,MTCH,CDW,SE,BMRN"
2023-04-03 12:30:00-04:00,"QCOM,MU,PDD,BIDU,JD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,GOOGL,GOOG,PEP,CSCO,NFLX,TMUS,HON,AMGN,SBUX,BKNG,GILD,MDLZ,SNPS,REGN,ORLY,CDNS,VRTX,MNST,EA,LULU,AZN,MRNA,VRSN,MELI,ALGN,MTCH,CDW,BMRN"
2023-04-03 13:30:00-04:00,"MU,PDD,BIDU,JD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,GOOGL,GOOG,META,CSCO,NFLX,TMUS,HON,SBUX,BKNG,GILD,MDLZ,SNPS,ORLY,CDNS,VRTX,MNST,EA,LULU,AZN,MRNA,VRSN,MELI,CDW,BMRN"
2023-04-03 14:30:00-04:00,"MU,KLAC,BIDU,JD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,GOOGL,GOOG,META,CSCO,NFLX,TMUS,HON,SBUX,BKNG,GILD,MDLZ,SNPS,ORLY,CDNS,MNST,EA,LULU,AZN,CPRT,MRNA,VRSN,MELI,CDW"
2023-04-03 15:30:00-04:00,"COST,MU,BIDU,JD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,GOOGL,GOOG,META,CSCO,NFLX,TMUS,HON,SBUX,BKNG,GILD,SNPS,ORLY,CDNS,CRWD,MNST,EA,LULU,AZN,CPRT,MRNA,VRSN,MELI,CDW"
2023-04-04 09:30:00-04:00,"BIDU,ABNB,PAYX,ENPH,JD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,GOOGL,GOOG,META,NFLX,AMGN,GILD,SNPS,CDNS,EA,LULU,AZN,CPRT,MRNA,VRSN"
2023-04-04 10:30:00-04:00,"QCOM,ADP,MU,MRVL,ABNB,PAYX,ENPH,OKTA,ZS,JD,LPLA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,GOOGL,GOOG,META,NFLX,AMGN,SNPS,CDNS,VRTX,EA,LULU,VRSN"
2023-04-04 11:30:00-04:00,"TSLA,TXN,QCOM,AMAT,ADP,MU,LRCX,MRVL,MCHP,ABNB,NXPI,PCAR,PAYX,ENPH,MRNA,CTAS,BIIB,OKTA,MTCH,DDOG,CDW,ZS,JD,LPLA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,AMGN,EA,LULU,AZN,VRSN"
2023-04-04 12:30:00-04:00,"TSLA,TXN,QCOM,ADP,MU,LRCX,MRVL,ABNB,PAYX,ENPH,OKTA,MTCH,DDOG,ZS,JD,LPLA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AAPL,AMGN,CDNS,EA,LULU,AZN,MRNA,VRSN"
2023-04-04 13:30:00-04:00,"TSLA,TXN,QCOM,ADP,MU,LRCX,MRVL,PDD,ABNB,NXPI,PAYX,ENPH,OKTA,DDOG,CDW,ZS,JD,LPLA,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AMGN,EA,AZN,VRSN,NTES"
2023-04-04 14:30:00-04:00,"TSLA,AVGO,AMD,TXN,QCOM,AMAT,ADP,MU,LRCX,MRVL,ASML,MCHP,PANW,FTNT,MNST,PDD,ABNB,NXPI,PCAR,KDP,PAYX,ODFL,ENPH,FAST,SWKS,CTAS,OKTA,DDOG,CDW,ZS,JD,LPLA,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AMGN,EA,VRSN,NTES"
2023-04-04 15:30:00-04:00,"TSLA,NFLX,TXN,QCOM,ADP,MU,LRCX,MRVL,MNST,WDAY,PDD,ABNB,NXPI,PCAR,PAYX,ODFL,ENPH,SWKS,OKTA,MTCH,DDOG,CDW,ZS,JD,LPLA,BMRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AMGN,EA,AZN,VRSN,NTES"
2023-04-05 09:30:00-04:00,"NVDA,TSLA,AVGO,AMD,HON,TXN,QCOM,AMAT,BKNG,MU,LRCX,MRVL,KLAC,ADI,MCHP,CRWD,WDAY,BIDU,ABNB,NXPI,PCAR,PAYX,ODFL,ENPH,FAST,SWKS,MELI,OKTA,MTCH,DDOG,CDW,ZS,JD,LPLA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PEP,AMGN,MDLZ,ISRG,AEP,XEL,EA,AZN"
2023-04-05 10:30:00-04:00,"NVDA,TSLA,AVGO,AMD,NFLX,TMUS,TXN,QCOM,AMAT,BKNG,MU,LRCX,MRVL,KLAC,MCHP,CRWD,WDAY,BIDU,ABNB,NXPI,PCAR,PAYX,ODFL,TEAM,ENPH,FAST,SWKS,MELI,BIIB,OKTA,ZM,MTCH,DDOG,CDW,ZS,JD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PEP,AMGN,MDLZ,ISRG,AEP,XEL,EA,EXC,AZN"
2023-04-05 11:30:00-04:00,"NVDA,TSLA,AVGO,AMD,TXN,QCOM,AMAT,BKNG,ADP,MU,LRCX,MRVL,KLAC,MCHP,CRWD,WDAY,PDD,BIDU,ABNB,NXPI,PCAR,PAYX,ODFL,ENPH,FAST,SWKS,MELI,OKTA,ALGN,MTCH,DDOG,CDW,ZS,JD,LPLA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AMGN,MDLZ,ISRG,AEP,XEL,EA,AZN"
2023-04-05 12:30:00-04:00,"TSLA,AVGO,TXN,AMAT,BKNG,ADP,MU,LRCX,SNPS,MRVL,KLAC,MCHP,CRWD,WDAY,PDD,NXPI,PCAR,ODFL,ENPH,FAST,SWKS,CTAS,MELI,OKTA,ALGN,MTCH,DDOG,CDW,ZS,JD,LPLA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AMGN,MDLZ,ISRG,AEP,XEL,EA,ILMN,EXC,AZN"
2023-04-05 13:30:00-04:00,"TSLA,AVGO,AMD,TXN,AMAT,BKNG,MU,LRCX,MRVL,KLAC,ADI,MCHP,CRWD,DXCM,PDD,ABNB,NXPI,PCAR,ENPH,FAST,SWKS,CTAS,MELI,OKTA,MTCH,DDOG,CDW,ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AMGN,MDLZ,ISRG,AEP,XEL,EA,EXC,AZN,BIIB"
2023-04-05 14:30:00-04:00,"NVDA,TSLA,AVGO,AMD,TXN,AMAT,BKNG,MU,LRCX,SNPS,MRVL,KLAC,ADI,MCHP,CRWD,MNST,WDAY,PDD,BIDU,ABNB,NXPI,PCAR,CSGP,FAST,SWKS,CTAS,MELI,OKTA,MTCH,DDOG,ANSS,CDW,ZS,SE,JD,LPLA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AMGN,ISRG,AEP,XEL,EA,EXC,AZN,BIIB"
2023-04-05 15:30:00-04:00,"NVDA,TSLA,AVGO,AMD,HON,TXN,AMAT,BKNG,MU,LRCX,SNPS,MRVL,KLAC,ADI,FTNT,CRWD,DXCM,MNST,WDAY,PDD,IDXX,ABNB,NXPI,PCAR,ODFL,CSGP,FAST,SWKS,CTAS,MELI,OKTA,ZM,ALGN,MTCH,DDOG,ANSS,CDW,ZS,JD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AMGN,MDLZ,ISRG,AEP,XEL,EA,EXC,AZN"
2023-04-06 09:30:00-04:00,"MSFT,AMZN,NVDA,TSLA,META,AVGO,COST,AMD,INTC,TXN,AMAT,BKNG,LRCX,SNPS,MRVL,ASML,KLAC,ADI,PANW,CDNS,FTNT,CRWD,DXCM,MNST,WDAY,LULU,IDXX,ABNB,NXPI,PCAR,ODFL,TEAM,CPRT,FAST,SWKS,VRSN,MELI,OKTA,ZM,ALGN,MTCH,DDOG,ANSS,CDW,ZS,SE,JD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TMUS,AMGN,MDLZ,AEP,XEL,EXC,AZN,BIIB"
2023-04-06 10:30:00-04:00,"TSLA,AVGO,COST,AMD,TXN,AMAT,BKNG,LRCX,SNPS,ASML,KLAC,ADI,PANW,CDNS,FTNT,CRWD,DXCM,WDAY,PDD,IDXX,ABNB,NXPI,PCAR,TEAM,CPRT,FAST,SWKS,MELI,OKTA,ALGN,MTCH,DDOG,ANSS,CDW,ZS,JD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TMUS,AMGN,MDLZ,AEP,XEL,EXC,AZN,CHTR,BIIB,BMRN"
2023-04-06 11:30:00-04:00,"TSLA,AMD,AMAT,BKNG,SNPS,KLAC,ADI,CRWD,DXCM,WDAY,IDXX,ABNB,NXPI,PCAR,TEAM,MELI,OKTA,MTCH,DDOG,ANSS,ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GOOGL,GOOG,PEP,TMUS,AMGN,GILD,MDLZ,AEP,VRTX,XEL,EXC,AZN,BIIB,BMRN"
2023-04-06 12:30:00-04:00,"TSLA,AMD,AMAT,LRCX,SNPS,ASML,KLAC,ADI,CDNS,CRWD,DXCM,PDD,IDXX,ABNB,NXPI,PCAR,TEAM,FAST,MELI,OKTA,MTCH,DDOG,ANSS,ZS,SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GOOGL,GOOG,PEP,TMUS,AMGN,GILD,MDLZ,AEP,VRTX,XEL,EXC,AZN,BIIB,BMRN"
2023-04-06 13:30:00-04:00,"AMD,AMAT,SNPS,ASML,KLAC,ADI,CRWD,DXCM,IDXX,ABNB,NXPI,PCAR,TEAM,MELI,MTCH,ANSS,CDW,ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GOOGL,GOOG,PEP,TMUS,AMGN,GILD,AEP,VRTX,XEL,EXC,CSGP,AZN,BIIB,BMRN"
2023-04-06 14:30:00-04:00,"AMAT,BKNG,SNPS,KLAC,ADI,CRWD,DXCM,IDXX,ABNB,NXPI,PCAR,MELI,MTCH,DDOG,ANSS,CDW,ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GOOGL,GOOG,PEP,TMUS,AMGN,INTU,GILD,AEP,VRTX,XEL,EXC,AZN,BIIB,BMRN"
2023-04-06 15:30:00-04:00,"TSLA,AVGO,AMD,AMAT,BKNG,SNPS,ASML,KLAC,ADI,MCHP,CRWD,DXCM,IDXX,ABNB,NXPI,PCAR,CPRT,FAST,SWKS,MELI,DDOG,ANSS,CDW,ZS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GOOGL,GOOG,PEP,TMUS,AMGN,AEP,VRTX,XEL,EXC,AZN,BIIB,BMRN"
2023-04-10 09:30:00-04:00,"TSLA,AVGO,COST,MDLZ,SNPS,ASML,ADI,DXCM,MNST,BIDU,IDXX,VRSK,CPRT,CTAS,MELI,ANSS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MU,PCAR,LPLA"
2023-04-10 10:30:00-04:00,"GILD,MDLZ,BIDU,CTAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NVDA,AMD,QCOM,MU,LRCX,PCAR,ODFL,MRNA,ZS,LPLA"
2023-04-10 11:30:00-04:00,"MDLZ,ORLY,PDD,BIDU,EBAY,ANSS,SE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NVDA,AMD,TXN,MU,LRCX,CDNS,PCAR,ODFL,LPLA"
2023-04-10 12:30:00-04:00,"MDLZ,BIDU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NVDA,AMD,TXN,MU,LRCX,ORLY,CDNS,FTNT,PCAR,ODFL,ALGN,ZS,LPLA"
2023-04-10 13:30:00-04:00,"TSLA,MDLZ,BIDU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NVDA,AMD,TXN,MU,LRCX,ORLY,MCHP,CDNS,FTNT,PCAR,ODFL,FAST,MRNA,LPLA"
2023-04-10 14:30:00-04:00,"MDLZ,BIDU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NVDA,AMD,TXN,MU,LRCX,CDNS,FTNT,PCAR,ODFL,MRNA,ALGN,LPLA"
2023-04-10 15:30:00-04:00,BIDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NVDA,AMD,MU,LRCX,ORLY,CDNS,PCAR,ODFL,MRNA,ALGN,LPLA"
2023-04-11 09:30:00-04:00,"GILD,BIDU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NVDA,COST,TXN,AMAT,MU,ISRG,LRCX,ORLY,KLAC,MCHP,CDNS,FTNT,CRWD,PCAR,ODFL,TEAM,ENPH,CPRT,ALGN,LCID"
