Datetime,Buy_Count,Sell_Count,Short Position,Long Position,Price,
2022-07-07 16:30:00+01:00,0,54,0,54,12062.55,54
2022-07-07 17:30:00+01:00,1,53,0,52,12057.53,52
2022-07-07 18:30:00+01:00,1,51,0,50,12114.10,50
2022-07-07 19:30:00+01:00,1,45,0,44,12113.40,44
2022-07-07 20:30:00+01:00,3,41,0,38,12104.18,38
2022-07-08 14:30:00+01:00,0,40,0,40,12084.88,40
2022-07-08 15:30:00+01:00,0,56,0,56,12174.01,56
2022-07-08 16:30:00+01:00,0,23,0,23,12062.19,23
2022-07-08 17:30:00+01:00,1,24,0,23,12087.63,23
2022-07-08 18:30:00+01:00,1,25,0,24,12135.99,24
2022-07-08 19:30:00+01:00,1,13,0,12,12124.39,12
2022-07-08 20:30:00+01:00,1,24,0,23,12125.84,23
2022-07-11 14:30:00+01:00,8,2,6,0,11884.95,-6
2022-07-11 15:30:00+01:00,9,1,8,0,11910.10,-8
2022-07-11 16:30:00+01:00,15,1,14,0,11900.61,-14
2022-07-11 17:30:00+01:00,8,0,8,0,11950.97,-8
2022-07-11 18:30:00+01:00,16,0,16,0,11918.70,-16
2022-07-11 19:30:00+01:00,21,0,21,0,11870.54,-21
2022-07-11 20:30:00+01:00,20,0,20,0,11860.09,-20
2022-07-12 14:30:00+01:00,30,0,30,0,11808.24,-30
2022-07-12 15:30:00+01:00,32,2,30,0,11890.04,-30
2022-07-12 16:30:00+01:00,20,2,18,0,11875.81,-18
2022-07-12 17:30:00+01:00,29,1,28,0,11851.11,-28
2022-07-12 18:30:00+01:00,34,1,33,0,11847.77,-33
2022-07-12 19:30:00+01:00,45,0,45,0,11722.23,-45
2022-07-12 20:30:00+01:00,42,0,42,0,11746.96,-42
2022-07-13 14:30:00+01:00,34,2,32,0,11634.81,-32
2022-07-13 15:30:00+01:00,27,2,25,0,11717.10,-25
2022-07-13 16:30:00+01:00,19,3,16,0,11744.51,-16
2022-07-13 17:30:00+01:00,22,2,20,0,11783.59,-20
2022-07-13 18:30:00+01:00,20,3,17,0,11775.21,-17
2022-07-13 19:30:00+01:00,18,4,14,0,11761.82,-14
2022-07-13 20:30:00+01:00,21,2,19,0,11726.80,-19
2022-07-14 14:30:00+01:00,35,1,34,0,11528.66,-34
2022-07-14 15:30:00+01:00,32,0,32,0,11624.49,-32
2022-07-14 16:30:00+01:00,29,2,27,0,11626.13,-27
2022-07-14 17:30:00+01:00,20,2,18,0,11679.90,-18
2022-07-14 18:30:00+01:00,19,3,16,0,11771.21,-16
2022-07-14 19:30:00+01:00,7,12,0,5,11791.81,5
2022-07-14 20:30:00+01:00,11,10,1,0,11765.34,-1
2022-07-15 14:30:00+01:00,4,24,0,20,11940.89,20
2022-07-15 15:30:00+01:00,11,19,0,8,11948.84,8
2022-07-15 16:30:00+01:00,9,15,0,6,11925.66,6
2022-07-15 17:30:00+01:00,8,13,0,5,11947.32,5
2022-07-15 18:30:00+01:00,8,12,0,4,11947.50,4
2022-07-15 19:30:00+01:00,4,17,0,13,11949.04,13
2022-07-15 20:30:00+01:00,3,22,0,19,11984.15,19
2022-07-18 14:30:00+01:00,0,71,0,71,12097.47,71
2022-07-18 15:30:00+01:00,0,62,0,62,12112.85,62
2022-07-18 16:30:00+01:00,0,69,0,69,12136.91,69
2022-07-18 17:30:00+01:00,0,65,0,65,12096.25,65
2022-07-18 18:30:00+01:00,2,16,0,14,11953.74,14
2022-07-18 19:30:00+01:00,6,8,0,2,11896.22,2
2022-07-18 20:30:00+01:00,4,7,0,3,11873.65,3
2022-07-19 14:30:00+01:00,2,20,0,18,12056.57,18
2022-07-19 15:30:00+01:00,0,28,0,28,12138.03,28
2022-07-19 16:30:00+01:00,0,28,0,28,12156.19,28
2022-07-19 17:30:00+01:00,1,28,0,27,12171.03,27
2022-07-19 18:30:00+01:00,0,29,0,29,12204.66,29
2022-07-19 19:30:00+01:00,0,33,0,33,12230.98,33
2022-07-19 20:30:00+01:00,1,29,0,28,12245.11,28
2022-07-20 14:30:00+01:00,3,38,0,35,12364.82,35
2022-07-20 15:30:00+01:00,1,42,0,41,12441.56,41
2022-07-20 16:30:00+01:00,4,43,0,39,12458.74,39
2022-07-20 17:30:00+01:00,3,36,0,33,12384.59,33
2022-07-20 18:30:00+01:00,0,64,0,64,12418.74,64
2022-07-20 19:30:00+01:00,0,73,0,73,12468.41,73
2022-07-20 20:30:00+01:00,1,69,0,68,12438.53,68
2022-07-21 14:30:00+01:00,4,53,0,49,12372.87,49
2022-07-21 15:30:00+01:00,3,54,0,51,12480.34,51
2022-07-21 16:30:00+01:00,1,55,0,54,12578.76,54
2022-07-21 17:30:00+01:00,2,53,0,51,12555.99,51
2022-07-21 18:30:00+01:00,4,52,0,48,12585.12,48
2022-07-21 19:30:00+01:00,4,48,0,44,12585.71,44
2022-07-21 20:30:00+01:00,4,51,0,47,12619.10,47
2022-07-22 14:30:00+01:00,2,26,0,24,12554.28,24
2022-07-22 15:30:00+01:00,5,8,0,3,12464.11,3
2022-07-22 16:30:00+01:00,9,6,3,0,12402.08,-3
2022-07-22 17:30:00+01:00,8,8,0,0,12368.02,0
2022-07-22 18:30:00+01:00,9,2,7,0,12341.51,-7
2022-07-22 19:30:00+01:00,10,3,7,0,12400.05,-7
2022-07-22 20:30:00+01:00,10,5,5,0,12398.33,-5
2022-07-25 14:30:00+01:00,11,8,3,0,12306.19,-3
2022-07-25 15:30:00+01:00,17,7,10,0,12331.00,-10
2022-07-25 16:30:00+01:00,28,6,22,0,12330.79,-22
2022-07-25 17:30:00+01:00,25,8,17,0,12335.33,-17
2022-07-25 18:30:00+01:00,36,5,31,0,12286.74,-31
2022-07-25 19:30:00+01:00,38,4,34,0,12257.82,-34
2022-07-25 20:30:00+01:00,31,5,26,0,12326.20,-26
2022-07-26 14:30:00+01:00,47,4,43,0,12159.94,-43
2022-07-26 15:30:00+01:00,42,5,37,0,12123.82,-37
2022-07-26 16:30:00+01:00,32,6,26,0,12108.90,-26
2022-07-26 17:30:00+01:00,27,9,18,0,12129.15,-18
2022-07-26 18:30:00+01:00,28,8,20,0,12070.18,-20
2022-07-26 19:30:00+01:00,40,9,31,0,12071.58,-31
2022-07-26 20:30:00+01:00,41,7,34,0,12083.07,-34
2022-07-27 14:30:00+01:00,5,12,0,7,12384.23,7
2022-07-27 15:30:00+01:00,5,6,0,1,12398.49,1
2022-07-27 16:30:00+01:00,4,6,0,2,12439.36,2
2022-07-27 17:30:00+01:00,5,6,0,1,12414.49,1
2022-07-27 18:30:00+01:00,5,12,0,7,12433.30,7
2022-07-27 19:30:00+01:00,0,37,0,37,12651.21,37
2022-07-27 20:30:00+01:00,2,14,0,12,12594.87,12
2022-07-28 14:30:00+01:00,2,25,0,23,12453.62,23
2022-07-28 15:30:00+01:00,1,51,0,50,12640.98,50
2022-07-28 16:30:00+01:00,3,47,0,44,12647.50,44
2022-07-28 17:30:00+01:00,4,50,0,46,12664.94,46
2022-07-28 18:30:00+01:00,1,62,0,61,12686.46,61
2022-07-28 19:30:00+01:00,1,68,0,67,12726.97,67
2022-07-28 20:30:00+01:00,1,68,0,67,12713.97,67
2022-07-29 14:30:00+01:00,2,55,0,53,12898.39,53
2022-07-29 15:30:00+01:00,5,38,0,33,12780.16,33
2022-07-29 16:30:00+01:00,4,38,0,34,12838.94,34
2022-07-29 17:30:00+01:00,4,49,0,45,12871.36,45
2022-07-29 18:30:00+01:00,3,49,0,46,12929.66,46
2022-07-29 19:30:00+01:00,4,36,0,32,12969.33,32
2022-07-29 20:30:00+01:00,6,45,0,39,12945.32,39
2022-08-01 14:30:00+01:00,0,48,0,48,12960.33,48
2022-08-01 15:30:00+01:00,5,36,0,31,13051.02,31
2022-08-01 16:30:00+01:00,3,30,0,27,13013.29,27
2022-08-01 17:30:00+01:00,3,17,0,14,12920.02,14
2022-08-01 18:30:00+01:00,8,14,0,6,12929.48,6
2022-08-01 19:30:00+01:00,6,12,0,6,12926.91,6
2022-08-01 20:30:00+01:00,3,15,0,12,12941.91,12
2022-08-02 14:30:00+01:00,3,4,0,1,12880.99,1
2022-08-02 15:30:00+01:00,0,20,0,20,12946.90,20
2022-08-02 16:30:00+01:00,0,27,0,27,13053.62,27
2022-08-02 17:30:00+01:00,0,12,0,12,12973.41,12
2022-08-02 18:30:00+01:00,0,13,0,13,12959.60,13
2022-08-02 19:30:00+01:00,0,10,0,10,12940.23,10
2022-08-02 20:30:00+01:00,0,4,0,4,12901.09,4
2022-08-03 14:30:00+01:00,4,18,0,14,13109.38,14
2022-08-03 15:30:00+01:00,2,13,0,11,13161.14,11
2022-08-03 16:30:00+01:00,1,20,0,19,13189.67,19
2022-08-03 17:30:00+01:00,1,30,0,29,13247.92,29
2022-08-03 18:30:00+01:00,1,37,0,36,13262.42,36
2022-08-03 19:30:00+01:00,2,35,0,33,13252.46,33
2022-08-03 20:30:00+01:00,2,28,0,26,13252.78,26
2022-08-04 14:30:00+01:00,2,39,0,37,13226.96,37
2022-08-04 15:30:00+01:00,5,25,0,20,13203.26,20
2022-08-04 16:30:00+01:00,3,24,0,21,13291.10,21
2022-08-04 17:30:00+01:00,2,30,0,28,13283.36,28
2022-08-04 18:30:00+01:00,3,38,0,35,13283.23,35
2022-08-04 19:30:00+01:00,4,44,0,40,13312.90,40
2022-08-04 20:30:00+01:00,1,50,0,49,13310.75,49
2022-08-05 14:30:00+01:00,6,30,0,24,13251.35,24
2022-08-05 15:30:00+01:00,14,3,11,0,13074.32,-11
2022-08-05 16:30:00+01:00,12,7,5,0,13146.72,-5
2022-08-05 17:30:00+01:00,11,5,6,0,13194.23,-6
2022-08-05 18:30:00+01:00,16,6,10,0,13137.87,-10
2022-08-05 19:30:00+01:00,10,6,4,0,13168.79,-4
2022-08-05 20:30:00+01:00,9,9,0,0,13206.72,0
2022-08-08 14:30:00+01:00,5,18,0,13,13334.45,13
2022-08-08 15:30:00+01:00,6,18,0,12,13262.63,12
2022-08-08 16:30:00+01:00,13,5,8,0,13152.23,-8
2022-08-08 17:30:00+01:00,9,5,4,0,13171.81,-4
2022-08-08 18:30:00+01:00,11,3,8,0,13137.60,-8
2022-08-08 19:30:00+01:00,10,4,6,0,13142.55,-6
2022-08-08 20:30:00+01:00,9,3,6,0,13160.24,-6
2022-08-09 14:30:00+01:00,20,7,13,0,13001.18,-13
2022-08-09 15:30:00+01:00,6,12,0,6,13026.21,6
2022-08-09 16:30:00+01:00,23,6,17,0,12947.73,-17
2022-08-09 17:30:00+01:00,24,3,21,0,12986.39,-21
2022-08-09 18:30:00+01:00,22,1,21,0,12974.91,-21
2022-08-09 19:30:00+01:00,19,3,16,0,13025.55,-16
2022-08-09 20:30:00+01:00,27,1,26,0,13008.95,-26
2022-08-10 14:30:00+01:00,10,0,10,0,13261.80,-10
2022-08-10 15:30:00+01:00,4,1,3,0,13332.58,-3
2022-08-10 16:30:00+01:00,2,11,0,9,13316.07,9
2022-08-10 17:30:00+01:00,2,11,0,9,13329.48,9
2022-08-10 18:30:00+01:00,1,12,0,11,13340.77,11
2022-08-10 19:30:00+01:00,2,15,0,13,13358.20,13
2022-08-10 20:30:00+01:00,2,18,0,16,13373.54,16
2022-08-11 14:30:00+01:00,0,61,0,61,13505.89,61
2022-08-11 15:30:00+01:00,0,35,0,35,13397.13,35
2022-08-11 16:30:00+01:00,1,43,0,42,13385.40,42
2022-08-11 17:30:00+01:00,2,47,0,45,13397.69,45
2022-08-11 18:30:00+01:00,1,34,0,33,13338.93,33
2022-08-11 19:30:00+01:00,1,17,0,16,13300.41,16
2022-08-11 20:30:00+01:00,2,23,0,21,13292.09,21
2022-08-12 14:30:00+01:00,3,13,0,10,13412.53,10
2022-08-12 15:30:00+01:00,3,9,0,6,13449.10,6
2022-08-12 16:30:00+01:00,2,14,0,12,13475.41,12
2022-08-12 17:30:00+01:00,1,13,0,12,13481.33,12
2022-08-12 18:30:00+01:00,0,15,0,15,13498.40,15
2022-08-12 19:30:00+01:00,1,16,0,15,13542.31,15
2022-08-12 20:30:00+01:00,2,14,0,12,13563.02,12
2022-08-15 14:30:00+01:00,9,9,0,0,13548.68,0
2022-08-15 15:30:00+01:00,2,22,0,20,13570.91,20
2022-08-15 16:30:00+01:00,2,34,0,32,13635.40,32
2022-08-15 17:30:00+01:00,1,32,0,31,13648.43,31
2022-08-15 18:30:00+01:00,1,43,0,42,13634.72,42
2022-08-15 19:30:00+01:00,1,63,0,62,13682.38,62
2022-08-15 20:30:00+01:00,0,65,0,65,13662.61,65
2022-08-16 14:30:00+01:00,5,30,0,25,13550.23,25
2022-08-16 15:30:00+01:00,2,28,0,26,13612.12,26
2022-08-16 16:30:00+01:00,1,26,0,25,13635.80,25
2022-08-16 17:30:00+01:00,1,29,0,28,13649.91,28
2022-08-16 18:30:00+01:00,2,30,0,28,13692.06,28
2022-08-16 19:30:00+01:00,1,17,0,16,13625.77,16
2022-08-16 20:30:00+01:00,2,16,0,14,13635.28,14
2022-08-17 14:30:00+01:00,10,5,5,0,13469.02,-5
2022-08-17 15:30:00+01:00,19,6,13,0,13440.44,-13
2022-08-17 16:30:00+01:00,32,2,30,0,13444.19,-30
2022-08-17 17:30:00+01:00,26,1,25,0,13476.09,-25
2022-08-17 18:30:00+01:00,12,5,7,0,13553.94,-7
2022-08-17 19:30:00+01:00,25,2,23,0,13497.06,-23
2022-08-17 20:30:00+01:00,24,2,22,0,13467.56,-22
2022-08-18 14:30:00+01:00,15,2,13,0,13451.56,-13
2022-08-18 15:30:00+01:00,10,2,8,0,13531.46,-8
2022-08-18 16:30:00+01:00,19,2,17,0,13495.29,-17
2022-08-18 17:30:00+01:00,15,2,13,0,13523.25,-13
2022-08-18 18:30:00+01:00,28,2,26,0,13515.43,-26
2022-08-18 19:30:00+01:00,17,6,11,0,13541.24,-11
2022-08-18 20:30:00+01:00,20,4,16,0,13506.68,-16
2022-08-19 14:30:00+01:00,25,2,23,0,13276.05,-23
2022-08-19 15:30:00+01:00,23,2,21,0,13248.05,-21
2022-08-19 16:30:00+01:00,25,2,23,0,13252.08,-23
2022-08-19 17:30:00+01:00,25,2,23,0,13244.49,-23
2022-08-19 18:30:00+01:00,48,1,47,0,13240.61,-47
2022-08-19 19:30:00+01:00,32,1,31,0,13250.40,-31
2022-08-19 20:30:00+01:00,33,2,31,0,13243.09,-31
2022-08-22 14:30:00+01:00,68,3,65,0,12963.01,-65
2022-08-22 15:30:00+01:00,76,0,76,0,12941.23,-76
2022-08-22 16:30:00+01:00,72,2,70,0,12961.81,-70
2022-08-22 17:30:00+01:00,76,2,74,0,12928.03,-74
2022-08-22 18:30:00+01:00,81,1,80,0,12904.39,-80
2022-08-22 19:30:00+01:00,81,0,81,0,12889.26,-81
2022-08-22 20:30:00+01:00,80,1,79,0,12892.51,-79
2022-08-23 14:30:00+01:00,58,5,53,0,12939.91,-53
2022-08-23 15:30:00+01:00,56,5,51,0,12896.06,-51
2022-08-23 16:30:00+01:00,62,6,56,0,12870.12,-56
2022-08-23 17:30:00+01:00,54,5,49,0,12933.56,-49
2022-08-23 18:30:00+01:00,54,4,50,0,12929.97,-50
2022-08-23 19:30:00+01:00,58,5,53,0,12911.59,-53
2022-08-23 20:30:00+01:00,60,5,55,0,12878.06,-55
2022-08-24 14:30:00+01:00,19,11,8,0,12922.10,-8
2022-08-24 15:30:00+01:00,13,13,0,0,12972.28,0
2022-08-24 16:30:00+01:00,11,12,0,1,12968.96,1
2022-08-24 17:30:00+01:00,12,7,5,0,12900.75,-5
2022-08-24 18:30:00+01:00,6,9,0,3,12928.32,3
2022-08-24 19:30:00+01:00,3,9,0,6,12936.96,6
2022-08-24 20:30:00+01:00,5,9,0,4,12913.89,4
2022-08-25 14:30:00+01:00,2,19,0,17,13080.32,17
2022-08-25 15:30:00+01:00,2,12,0,10,13012.59,10
2022-08-25 16:30:00+01:00,2,17,0,15,13022.51,15
2022-08-25 17:30:00+01:00,2,17,0,15,13042.17,15
2022-08-25 18:30:00+01:00,2,22,0,20,13071.03,20
2022-08-25 19:30:00+01:00,2,26,0,24,13074.76,24
2022-08-25 20:30:00+01:00,0,48,0,48,13145.59,48
2022-08-26 14:30:00+01:00,2,6,0,4,12974.43,4
2022-08-26 15:30:00+01:00,7,5,2,0,12814.77,-2
2022-08-26 16:30:00+01:00,6,5,1,0,12767.97,-1
2022-08-26 17:30:00+01:00,2,4,0,2,12772.47,2
2022-08-26 18:30:00+01:00,9,3,6,0,12712.04,-6
2022-08-26 19:30:00+01:00,14,3,11,0,12673.14,-11
2022-08-26 20:30:00+01:00,20,2,18,0,12606.37,-18
2022-08-29 14:30:00+01:00,67,1,66,0,12559.50,-66
2022-08-29 15:30:00+01:00,67,1,66,0,12457.26,-66
2022-08-29 16:30:00+01:00,61,2,59,0,12520.94,-59
2022-08-29 17:30:00+01:00,57,0,57,0,12544.06,-57
2022-08-29 18:30:00+01:00,68,1,67,0,12528.79,-67
2022-08-29 19:30:00+01:00,68,0,68,0,12542.22,-68
2022-08-29 20:30:00+01:00,78,0,78,0,12481.56,-78
2022-08-30 14:30:00+01:00,77,0,77,0,12397.17,-77
2022-08-30 15:30:00+01:00,69,1,68,0,12335.95,-68
2022-08-30 16:30:00+01:00,68,1,67,0,12335.94,-67
2022-08-30 17:30:00+01:00,76,0,76,0,12270.20,-76
2022-08-30 18:30:00+01:00,69,2,67,0,12279.81,-67
2022-08-30 19:30:00+01:00,51,1,50,0,12343.37,-50
2022-08-30 20:30:00+01:00,35,1,34,0,12343.56,-34
2022-08-31 14:30:00+01:00,27,2,25,0,12373.77,-25
2022-08-31 15:30:00+01:00,26,1,25,0,12322.31,-25
2022-08-31 16:30:00+01:00,29,3,26,0,12355.42,-26
2022-08-31 17:30:00+01:00,43,0,43,0,12311.79,-43
2022-08-31 18:30:00+01:00,34,0,34,0,12318.06,-34
2022-08-31 19:30:00+01:00,28,3,25,0,12326.61,-25
2022-08-31 20:30:00+01:00,25,5,20,0,12271.38,-20
2022-09-01 14:30:00+01:00,34,3,31,0,12155.52,-31
2022-09-01 15:30:00+01:00,35,2,33,0,12025.06,-33
2022-09-01 16:30:00+01:00,29,4,25,0,12058.61,-25
2022-09-01 17:30:00+01:00,15,4,11,0,12109.53,-11
2022-09-01 18:30:00+01:00,11,3,8,0,12164.92,-8
2022-09-01 19:30:00+01:00,12,4,8,0,12187.42,-8
2022-09-01 20:30:00+01:00,8,7,1,0,12282.41,-1
2022-09-02 14:30:00+01:00,5,11,0,6,12395.76,6
2022-09-02 15:30:00+01:00,3,12,0,9,12408.29,9
2022-09-02 16:30:00+01:00,4,5,0,1,12305.36,1
2022-09-02 17:30:00+01:00,8,2,6,0,12133.04,-6
2022-09-02 18:30:00+01:00,7,3,4,0,12135.47,-4
2022-09-02 19:30:00+01:00,11,3,8,0,12103.66,-8
2022-09-02 20:30:00+01:00,9,2,7,0,12103.61,-7
2022-09-06 14:30:00+01:00,9,2,7,0,11994.71,-7
2022-09-06 15:30:00+01:00,2,6,0,4,12065.74,4
2022-09-06 16:30:00+01:00,5,5,0,0,12038.18,0
2022-09-06 17:30:00+01:00,9,3,6,0,11978.29,-6
2022-09-06 18:30:00+01:00,6,5,1,0,12034.20,-1
2022-09-06 19:30:00+01:00,10,4,6,0,12029.71,-6
2022-09-06 20:30:00+01:00,21,4,17,0,12012.10,-17
2022-09-07 14:30:00+01:00,30,2,28,0,12065.85,-28
2022-09-07 15:30:00+01:00,29,3,26,0,12121.24,-26
2022-09-07 16:30:00+01:00,17,7,10,0,12111.27,-10
2022-09-07 17:30:00+01:00,4,17,0,13,12145.87,13
2022-09-07 18:30:00+01:00,3,19,0,16,12238.73,16
2022-09-07 19:30:00+01:00,0,31,0,31,12295.56,31
2022-09-07 20:30:00+01:00,1,27,0,26,12258.07,26
2022-09-08 14:30:00+01:00,3,39,0,36,12248.75,36
2022-09-08 15:30:00+01:00,0,44,0,44,12356.01,44
2022-09-08 16:30:00+01:00,1,19,0,18,12173.54,18
2022-09-08 17:30:00+01:00,0,46,0,46,12272.08,46
2022-09-08 18:30:00+01:00,0,33,0,33,12261.34,33
2022-09-08 19:30:00+01:00,0,35,0,35,12275.03,35
2022-09-08 20:30:00+01:00,0,42,0,42,12321.02,42
2022-09-09 14:30:00+01:00,0,50,0,50,12521.16,50
2022-09-09 15:30:00+01:00,0,50,0,50,12555.45,50
2022-09-09 16:30:00+01:00,0,44,0,44,12526.63,44
2022-09-09 17:30:00+01:00,0,47,0,47,12583.23,47
2022-09-09 18:30:00+01:00,0,39,0,39,12594.03,39
2022-09-09 19:30:00+01:00,0,34,0,34,12592.05,34
2022-09-09 20:30:00+01:00,0,39,0,39,12587.98,39
2022-09-12 14:30:00+01:00,0,58,0,58,12737.46,58
2022-09-12 15:30:00+01:00,1,35,0,34,12728.66,34
2022-09-12 16:30:00+01:00,0,67,0,67,12683.82,67
2022-09-12 17:30:00+01:00,1,60,0,59,12729.86,59
2022-09-12 18:30:00+01:00,2,51,0,49,12691.45,49
2022-09-12 19:30:00+01:00,3,56,0,53,12714.46,53
2022-09-12 20:30:00+01:00,1,55,0,54,12739.48,54
2022-09-13 14:30:00+01:00,23,2,21,0,12295.50,-21
2022-09-13 15:30:00+01:00,36,0,36,0,12193.08,-36
2022-09-13 16:30:00+01:00,33,2,31,0,12206.11,-31
2022-09-13 17:30:00+01:00,29,1,28,0,12252.17,-28
2022-09-13 18:30:00+01:00,45,2,43,0,12174.95,-43
2022-09-13 19:30:00+01:00,57,1,56,0,12075.61,-56
2022-09-13 20:30:00+01:00,55,0,55,0,12034.82,-55
2022-09-14 14:30:00+01:00,80,0,80,0,12026.96,-80
2022-09-14 15:30:00+01:00,64,0,64,0,12117.65,-64
2022-09-14 16:30:00+01:00,60,1,59,0,12123.53,-59
2022-09-14 17:30:00+01:00,60,1,59,0,12137.26,-59
2022-09-14 18:30:00+01:00,61,0,61,0,12072.23,-61
2022-09-14 19:30:00+01:00,70,0,70,0,12044.16,-70
2022-09-14 20:30:00+01:00,62,0,62,0,12139.12,-62
2022-09-15 14:30:00+01:00,31,2,29,0,12038.78,-29
2022-09-15 15:30:00+01:00,26,4,22,0,11972.51,-22
2022-09-15 16:30:00+01:00,30,3,27,0,11939.59,-27
2022-09-15 17:30:00+01:00,16,2,14,0,12058.36,-14
2022-09-15 18:30:00+01:00,15,1,14,0,11982.08,-14
2022-09-15 19:30:00+01:00,13,0,13,0,11874.26,-13
2022-09-15 20:30:00+01:00,5,2,3,0,11929.36,-3
2022-09-16 14:30:00+01:00,14,0,14,0,11773.22,-14
2022-09-16 15:30:00+01:00,25,0,25,0,11748.23,-25
2022-09-16 16:30:00+01:00,34,0,34,0,11718.41,-34
2022-09-16 17:30:00+01:00,39,0,39,0,11746.29,-39
2022-09-16 18:30:00+01:00,16,1,15,0,11799.54,-15
2022-09-16 19:30:00+01:00,13,2,11,0,11824.17,-11
2022-09-16 20:30:00+01:00,21,2,19,0,11857.98,-19
2022-09-19 14:30:00+01:00,23,0,23,0,11845.07,-23
2022-09-19 15:30:00+01:00,13,0,13,0,11838.02,-13
2022-09-19 16:30:00+01:00,12,0,12,0,11812.17,-12
2022-09-19 17:30:00+01:00,24,0,24,0,11870.74,-24
2022-09-19 18:30:00+01:00,17,1,16,0,11847.26,-16
2022-09-19 19:30:00+01:00,1,11,0,10,11938.55,10
2022-09-19 20:30:00+01:00,5,10,0,5,11954.78,5
2022-09-20 14:30:00+01:00,2,10,0,8,11860.48,8
2022-09-20 15:30:00+01:00,2,14,0,12,11904.33,12
2022-09-20 16:30:00+01:00,3,19,0,16,11895.10,16
2022-09-20 17:30:00+01:00,4,7,0,3,11815.27,3
2022-09-20 18:30:00+01:00,5,4,1,0,11814.79,-1
2022-09-20 19:30:00+01:00,5,5,0,0,11860.64,0
2022-09-20 20:30:00+01:00,8,2,6,0,11851.95,-6
2022-09-21 14:30:00+01:00,3,9,0,6,11927.82,6
2022-09-21 15:30:00+01:00,1,6,0,5,11895.49,5
2022-09-21 16:30:00+01:00,1,9,0,8,11921.88,8
2022-09-21 17:30:00+01:00,4,7,0,3,11911.26,3
2022-09-21 18:30:00+01:00,8,1,7,0,11783.81,-7
2022-09-21 19:30:00+01:00,21,0,21,0,11789.18,-21
2022-09-21 20:30:00+01:00,39,0,39,0,11636.61,-39
2022-09-22 14:30:00+01:00,45,0,45,0,11534.60,-45
2022-09-22 15:30:00+01:00,54,0,54,0,11477.70,-54
2022-09-22 16:30:00+01:00,47,0,47,0,11513.36,-47
2022-09-22 17:30:00+01:00,42,1,41,0,11504.05,-41
2022-09-22 18:30:00+01:00,46,0,46,0,11476.72,-46
2022-09-22 19:30:00+01:00,38,0,38,0,11560.14,-38
2022-09-22 20:30:00+01:00,44,0,44,0,11498.76,-44
2022-09-23 14:30:00+01:00,82,0,82,0,11337.60,-82
2022-09-23 15:30:00+01:00,83,0,83,0,11315.80,-83
2022-09-23 16:30:00+01:00,87,0,87,0,11242.96,-87
2022-09-23 17:30:00+01:00,86,0,86,0,11258.43,-86
2022-09-23 18:30:00+01:00,82,0,82,0,11220.53,-82
2022-09-23 19:30:00+01:00,71,0,71,0,11258.98,-71
2022-09-23 20:30:00+01:00,41,1,40,0,11317.04,-40
2022-09-26 14:30:00+01:00,6,1,5,0,11459.68,-5
2022-09-26 15:30:00+01:00,9,0,9,0,11317.12,-9
2022-09-26 16:30:00+01:00,23,0,23,0,11269.67,-23
2022-09-26 17:30:00+01:00,18,0,18,0,11261.22,-18
2022-09-26 18:30:00+01:00,19,0,19,0,11265.96,-19
2022-09-26 19:30:00+01:00,22,0,22,0,11313.64,-22
2022-09-26 20:30:00+01:00,22,1,21,0,11249.82,-21
2022-09-27 14:30:00+01:00,6,3,3,0,11375.28,-3
2022-09-27 15:30:00+01:00,6,3,3,0,11318.70,-3
2022-09-27 16:30:00+01:00,4,0,4,0,11217.32,-4
2022-09-27 17:30:00+01:00,7,0,7,0,11216.61,-7
2022-09-27 18:30:00+01:00,6,1,5,0,11216.96,-5
2022-09-27 19:30:00+01:00,8,1,7,0,11247.31,-7
2022-09-27 20:30:00+01:00,11,0,11,0,11273.93,-11
2022-09-28 14:30:00+01:00,8,1,7,0,11336.46,-7
2022-09-28 15:30:00+01:00,4,6,0,2,11365.95,2
2022-09-28 16:30:00+01:00,1,27,0,26,11403.86,26
2022-09-28 17:30:00+01:00,1,30,0,29,11433.08,29
2022-09-28 18:30:00+01:00,1,28,0,27,11433.05,27
2022-09-28 19:30:00+01:00,1,30,0,29,11497.71,29
2022-09-28 20:30:00+01:00,2,49,0,47,11488.58,47
2022-09-29 14:30:00+01:00,12,3,9,0,11144.17,-9
2022-09-29 15:30:00+01:00,10,4,6,0,11159.86,-6
2022-09-29 16:30:00+01:00,7,13,0,6,11149.38,6
2022-09-29 17:30:00+01:00,7,9,0,2,11119.73,2
2022-09-29 18:30:00+01:00,11,5,6,0,11077.59,-6
2022-09-29 19:30:00+01:00,11,5,6,0,11103.51,-6
2022-09-29 20:30:00+01:00,9,6,3,0,11169.95,-3
2022-09-30 14:30:00+01:00,8,2,6,0,11200.36,-6
2022-09-30 15:30:00+01:00,5,3,2,0,11273.37,-2
2022-09-30 16:30:00+01:00,13,1,12,0,11170.58,-12
2022-09-30 17:30:00+01:00,13,1,12,0,11170.32,-12
2022-09-30 18:30:00+01:00,19,0,19,0,11105.35,-19
2022-09-30 19:30:00+01:00,41,1,40,0,11068.56,-40
2022-09-30 20:30:00+01:00,48,0,48,0,10974.55,-48
2022-10-03 14:30:00+01:00,2,5,0,3,11147.82,3
2022-10-03 15:30:00+01:00,3,4,0,1,11166.55,1
2022-10-03 16:30:00+01:00,5,2,3,0,11131.32,-3
2022-10-03 17:30:00+01:00,3,6,0,3,11190.80,3
